,Time,NEW,SAME,EXCLUDED
0,16_40 - 12_32,15,139,44
1,12_32 - 11_37,16,144,10
2,11_37 - 15_37,43,132,28
3,15_37 - 18_21,25,165,10
4,18_21 - 13_38,17,139,51
5,13_38 - 16_22,35,147,9
6,16_22 - 10_59,34,125,57
7,10_59 - 17_15,64,121,38
8,17_15 - 14_15,9,152,33
9,14_15 - 11_13,29,133,28
10,11_13 - 15_17,41,131,31
11,15_17 - 14_38,3,163,9
12,14_38 - 11_14,29,133,33
13,11_14 - 17_37,61,124,38
