,Time,NEW,SAME,EXCLUDED
0,16_40 - 12_32,15,139,44
1,12_32 - 11_37,16,144,10
2,11_37 - 15_37,43,132,28
3,15_37 - 13_38,8,148,27
4,13_38 - 16_22,35,147,9
5,16_22 - 10_59,34,125,57
6,10_59 - 17_15,64,121,38
7,17_15 - 14_15,9,152,33
8,14_15 - 11_13,29,133,28
9,11_13 - 15_17,41,131,31
10,15_17 - 14_38,3,163,9
11,14_38 - 11_14,29,133,33
