,Time,NEW,SAME,EXCLUDED
0,12_32 - 11_37,16,144,10
1,11_37 - 13_38,18,138,22
2,13_38 - 10_59,27,132,24
3,10_59 - 11_13,6,156,3
4,11_13 - 11_14,0,162,0
