,Time,NEW,SAME,EXCLUDED
0,12_32 - 11_37,16,144,10
1,11_37 - 15_37,43,132,28
2,15_37 - 13_38,8,148,27
3,13_38 - 10_59,27,132,24
4,10_59 - 14_15,33,128,31
5,14_15 - 11_13,29,133,28
6,11_13 - 15_17,41,131,31
7,15_17 - 14_38,3,163,9
8,14_38 - 11_14,29,133,33
